"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:37:50 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"

Data,"Average biomass by region"
"Region 1 area km2",46657.5737708939
"Number of cells",136

Year,"offshore dolphins","coastal dolphins",seabirds,"pelagic sharks","large demersal sharks","small sharks and rays","pelagic piscivores","king mackerel juv","king mackerel adult","Spanish mackerel juv","Spanish mackerel adult",cobia,"greater amberjack","red snapper 0","red snapper 1-2","red snapper 3+","vermilion snapper","grey snapper","other snapper","gag 0","gag 1","gag 2","gag 3","gag 4","gag 5+","red grouper 0","red grouper 1","red grouper 2","red grouper 3","red grouper 4","red grouper 5+","black grouper","yellowedge grouper",scamp,"goliath grouper","other SWG","other DWG","blueline tilefish","golden tilefish","lionfish juv","lionfish adult","gray triggerfish","red porgy",hogfish,"black sea bass","reef carnivores","reef crustacean eaters","reef invertivores","medium reef omnivores","small reef omnivores","reef planktivores","coastal piscivores","offshore demersal carnivores","nearshore demersal carnivores","demersal omnivores","sardine herring scad","nearshore small pelagics","offshore small pelagics",mullet,squid,shrimp,"large crabs",stomatopods,echinoderms,gastropods,bivalves,"sessile epibenthos","mobile epifauna","small infauna",meiobenthos,"carnivorous zooplankton","herbivorous zooplankton","omnivorous zooplankton",ichthyoplankton,jellyfish,microbes,anthozoans,macroalgae,microphytobenthos,phytoplankton,seagrass,"water column detritus","sediment detritus"
25,0.002199314,0.003370057,0.0008044969,0.06722862,0.006448297,0.09810404,0.006329976,0.003392906,2.359345,0.004625126,0.1621244,0.01375026,0.03980784,0.00195922,0.01649673,0.01129463,0.02163052,0.01762051,0.2207945,0.004942092,0.0359137,0.03442427,0.01259277,0.006359104,0.001384474,0.002307087,0.01978115,0.04599093,0.05174458,0.1671954,0.1062402,0.0006454586,8.237888E-05,0.005374515,0.007007464,0.01423192,0.0001873386,3.541449E-05,0.005446213,0,8.067897E-06,0.07441204,0.008859972,0.039818,0.02665938,2.106558,1.660803,3.556944,1.322244,5.736478,1.24987,0.4592279,0.02081249,7.181686,42.89397,3.822481,0.2454186,0.3960419,0.03870509,0.285117,4.21757,5.370495,3.200389,2.403528,17.04528,19.23488,41.56064,34.50493,6.931367,58.96367,2.888018,8.373653,5.144953,0.5561276,16.44428,27.69007,0.1180915,50.83643,33.35005,18.58366,363.161,222.5369,442.1669
26,0.003882881,0.004003781,0.0008303849,0.07382637,0.008189482,0.1127853,0.007340947,0.003268585,3.28511,0.005343806,0.2221558,0.01644419,0.0529947,0.002009139,0.02225815,0.01762339,0.02498493,0.0187618,0.2190464,0.004765149,0.03592534,0.03796696,0.02148297,0.008817867,0.00225249,0.003164753,0.02467816,0.05523054,0.07207446,0.1809175,0.1335307,0.0007836856,9.575171E-05,0.006688223,0.01028591,0.0162119,0.0002105188,3.825084E-05,0.006144163,0,3.890137E-06,0.0878932,0.00939306,0.03713277,0.03262911,2.471006,1.779105,3.805853,1.354815,5.373218,1.306964,0.5759743,0.02247881,6.766017,41.93742,3.627338,0.2375949,0.3839275,0.0390047,0.224862,4.367502,4.58744,3.931305,2.532571,16.74946,19.41764,43.84242,35.40543,7.235279,62.63977,2.919854,8.018177,5.018901,0.5716015,17.87193,30.27133,0.150251,48.12456,30.70209,17.34001,359.6052,229.9998,439.1656
27,0.005607597,0.004644257,0.0008718912,0.07973243,0.009821183,0.1254943,0.008320615,0.002932031,3.363334,0.005657407,0.2802368,0.01759395,0.06272074,0.001757144,0.02947573,0.02177446,0.02723651,0.01857636,0.2177557,0.004204975,0.03289359,0.03643768,0.02371271,0.01389551,0.002800236,0.003679155,0.02591202,0.0647059,0.08535691,0.2535232,0.1352843,0.000859712,0.0001046706,0.007560093,0.01100265,0.01761909,0.0002271221,4.043215E-05,0.006657583,0,2.90315E-06,0.09576374,0.0098228,0.0355694,0.03653286,2.783512,1.796453,3.926217,1.372268,5.090315,1.291855,0.6956585,0.02327421,6.232731,38.74644,3.467154,0.2145655,0.3487507,0.02493433,0.194874,3.452257,3.951101,4.23172,2.368956,15.0969,17.46324,41.75842,30.95728,6.541224,57.64355,3.079248,8.34274,5.481434,0.5276139,14.38007,25.34624,0.154526,45.67944,29.15409,17.43101,311.5771,206.6917,434.9856
28,0.004604175,0.004870405,0.0009048334,0.06694765,0.01058387,0.1080808,0.007249031,0.002492908,2.373655,0.00491578,0.2848431,0.014244,0.06258406,0.004780176,0.02298781,0.02269969,0.02431438,0.01510861,0.1721111,0.003272523,0.02432245,0.0269432,0.01868437,0.01233415,0.003459885,0.003462442,0.02212127,0.06290377,0.0910695,0.2235243,0.1424681,0.0007310482,9.485274E-05,0.006798299,0.008383024,0.01689208,0.0002116847,3.803844E-05,0.006302321,0,0.0001580056,0.08506965,0.009198322,0.02538145,0.031666,2.576749,1.487733,3.345877,1.195263,4.182096,1.095927,0.7181836,0.01997877,4.785337,29.22062,3.723948,0.1894595,0.3610775,0.01033218,0.1835631,2.673504,3.081589,3.684263,2.040179,12.77254,18.15466,35.27327,35.16964,6.585276,50.01283,3.388815,9.240581,7.214128,0.5941151,17.78741,29.22137,0.1279694,62.66298,33.97503,19.52184,347.4997,232.6602,450.5284
29,0.0039534,0.005227105,0.0009148438,0.06382804,0.01142389,0.1083681,0.006981158,0.002380186,2.036287,0.004297921,0.310497,0.01281187,0.06187584,0.002870095,0.01691508,0.02392819,0.02457024,0.01430083,0.1627001,0.007694336,0.02213133,0.02304151,0.01590698,0.009812937,0.003029243,0.003789245,0.02229136,0.06455826,0.1024653,0.2296287,0.1289024,0.0007013134,9.285993E-05,0.006589679,0.007073832,0.01604493,0.0002047719,3.729009E-05,0.006206384,2.742338E-08,6.015367E-06,0.0833452,0.00905941,0.02155969,0.0317409,2.577243,1.429817,3.197077,1.174475,3.860539,1.097476,0.7688237,0.01931983,4.485957,28.05103,4.053963,0.1746163,0.4180284,0.004100109,0.2041856,2.949158,4.114985,3.722104,2.174779,13.88966,20.41251,38.99692,46.01023,7.436245,60.45302,2.753035,7.313913,4.89932,0.661162,27.40077,37.74892,0.1575608,73.73997,35.72772,19.1868,443.4474,266.8795,447.7336
30,0.003941962,0.005769163,0.0009117433,0.07203543,0.01272361,0.1231434,0.008257288,0.002805099,2.236781,0.004251609,0.3803504,0.01471682,0.06881265,0.002145349,0.01769584,0.0257736,0.02737562,0.01670782,0.1956532,0.004766164,0.02984207,0.0260014,0.01730598,0.0104804,0.002925603,0.004033809,0.02690483,0.06836008,0.1136659,0.2636869,0.1542209,0.0007686361,0.0001003683,0.007089308,0.008279429,0.0173975,0.0002184957,3.911488E-05,0.006582817,2.671468E-07,7.836124E-06,0.09374919,0.01010699,0.02599445,0.03794777,2.901012,1.675424,3.657285,1.377751,4.426003,1.291064,0.8641801,0.02166823,5.262024,35.08446,4.200753,0.183101,0.4053762,0.002345593,0.2459975,3.304488,6.802946,4.495052,2.632682,19.21282,20.31599,46.10992,40.27937,7.975548,76.24685,2.388093,6.994344,3.956244,0.5693349,23.77638,34.12695,0.1904205,50.07111,34.98326,19.15327,458.199,254.8362,468.4995
31,0.004061363,0.005849388,0.0008995698,0.07765519,0.01327663,0.1317205,0.00840414,0.002820685,2.712861,0.003704482,0.411682,0.0157309,0.07161142,0.00196282,0.02424361,0.02425536,0.02744859,0.01666536,0.2015485,0.003898358,0.02973884,0.03187796,0.01931468,0.01175117,0.003267292,0.004621653,0.02792732,0.07648431,0.1135016,0.2788294,0.1869145,0.0008149475,0.000102269,0.007299962,0.009771585,0.01814904,0.0002172251,3.804056E-05,0.006454267,0,3.92298E-06,0.09957544,0.01037707,0.02775433,0.03976175,3.071875,1.736594,3.719924,1.374162,4.744009,1.311774,0.8942803,0.02241265,5.40428,36.85328,3.763629,0.1659104,0.3508457,0.001816378,0.2157276,3.180313,6.369692,4.9706,2.566226,16.2662,18.1491,45.88904,36.37851,7.345127,71.59504,2.569841,7.361308,4.438927,0.5624253,21.54067,31.34841,0.206957,46.16503,34.24768,19.29743,442.8264,242.9825,471.4949
32,0.004789172,0.005595269,0.000879263,0.08039795,0.01172794,0.1311194,0.008681243,0.00343501,2.893431,0.003235204,0.3970335,0.01562568,0.06199116,0.002230227,0.02432919,0.02892473,0.02607101,0.0149898,0.1944023,0.003665114,0.02703852,0.03025687,0.01912859,0.01034513,0.003118795,0.005254721,0.02723525,0.07267008,0.1158608,0.2510138,0.1911674,0.0007531866,8.701635E-05,0.006682974,0.008750335,0.01530384,0.0002041715,3.277661E-05,0.005507968,0,1.165704E-05,0.09449526,0.009782183,0.02708652,0.03924474,3.069087,1.657813,3.575421,1.258851,4.669336,1.211755,0.8567135,0.02173807,5.052617,35.0484,3.8269,0.1754665,0.3514139,0.002466514,0.2013936,3.202676,7.217348,4.666766,2.193786,15.37083,17.75288,43.10232,39.17285,8.283536,69.05451,3.014493,8.167441,5.179336,0.6400693,50.34621,38.89246,0.2327787,57.05794,33.99389,18.63551,450.0543,289.1803,516.0568
33,0.005488964,0.006244653,0.0008660862,0.09001745,0.01295975,0.1450876,0.009543682,0.002687072,2.726945,0.003442211,0.3915347,0.01628202,0.06990901,0.00208062,0.02180451,0.03174112,0.0279739,0.01615707,0.2101016,0.003618676,0.02681335,0.02920807,0.01910668,0.01158073,0.00326998,0.005448188,0.02884244,0.07627295,0.1208314,0.2817522,0.1932819,0.0008163859,9.423773E-05,0.007076884,0.008289014,0.01525645,0.0002228269,3.738777E-05,0.006188727,0,1.767083E-05,0.1007878,0.01062385,0.02994218,0.04352035,3.225444,1.795428,3.716771,1.331333,4.574479,1.24706,0.9441536,0.02257296,5.382274,35.68644,3.845262,0.187569,0.3633823,0.003972387,0.2003819,2.894517,9.884292,4.217309,2.060547,14.3782,16.47272,42.33727,37.75414,8.395614,64.38231,2.83702,7.516377,5.476202,0.5993138,59.7617,34.10203,0.2474062,51.67479,32.36233,17.93426,370.2812,266.8911,519.2956
34,0.004999484,0.006319907,0.0008609563,0.08950436,0.01370118,0.146198,0.008833394,0.002439649,2.336665,0.003383315,0.3418739,0.01361829,0.0681612,0.00381259,0.0188547,0.02645147,0.02654071,0.01488689,0.2001992,0.003443724,0.02506019,0.02717656,0.01757875,0.01046026,0.003171446,0.005297311,0.02911047,0.08236531,0.1280207,0.2644598,0.1864532,0.0007663975,9.157581E-05,0.00687756,0.007815051,0.01551269,0.000207538,3.629299E-05,0.005933758,0,9.046544E-06,0.09765876,0.00994237,0.02856554,0.03862219,3.206117,1.651861,3.420803,1.286113,4.366965,1.173333,0.9304522,0.02039067,5.085703,32.05783,3.342112,0.1891434,0.3276912,0.005326597,0.179047,2.643779,6.877119,3.604773,2.128866,14.80987,14.99498,39.87302,34.62291,6.944752,63.39686,2.673711,7.054007,5.008206,0.5410715,19.35769,35.71457,0.2439343,52.94869,35.72391,20.93671,397.6658,253.5277,462.2309
35,0.00385216,0.005761409,0.000854315,0.0744992,0.01336391,0.1260893,0.007422071,0.003128069,1.95593,0.003848454,0.2470891,0.009048495,0.05704151,0.004085473,0.01343819,0.01674811,0.02204703,0.011599,0.1941249,0.003308481,0.01963354,0.02064752,0.01395154,0.008030252,0.002356073,0.0048353,0.0234533,0.07358973,0.1296005,0.2537587,0.1589133,0.0005707256,7.847122E-05,0.005693477,0.005986886,0.01445195,0.0001724796,3.265591E-05,0.005112999,5.972364E-07,5.867411E-05,0.07811621,0.00787118,0.02435836,0.02829591,2.808597,1.294126,2.796012,1.145951,3.770577,1.007673,0.7719305,0.01642626,3.942037,24.57221,4.407077,0.1908805,0.4345736,0.007015329,0.2168299,2.351373,5.12669,2.660897,1.918136,11.87588,16.16666,33.78075,42.39638,8.08183,54.78259,3.09988,7.879255,8.644327,0.7042912,60.45202,34.6838,0.2058829,85.05512,32.65243,18.36942,370.4023,302.2773,515.3392
36,0.003557011,0.006009469,0.0008565871,0.0735871,0.01402955,0.1302294,0.008607869,0.002653832,1.734074,0.004519174,0.22947,0.009063378,0.05876979,0.002769388,0.0114712,0.01472135,0.02392154,0.01232718,0.2521637,0.003364465,0.0204688,0.01957755,0.01280997,0.007664546,0.00213721,0.004844467,0.0233456,0.07272821,0.1290258,0.2897907,0.1682556,0.0006007592,8.234818E-05,0.005821791,0.005604781,0.01508305,0.0001767273,3.418164E-05,0.0053211,9.242385E-08,0.0004809812,0.07696504,0.006874565,0.03325837,0.02938414,2.813872,1.34335,2.854586,1.350604,3.792469,1.051541,0.7876535,0.01648393,4.228435,24.99932,5.316645,0.1951602,0.5660338,0.007683233,0.2441987,2.539593,5.737537,2.326409,1.951864,11.06632,16.86954,34.13854,52.05878,8.859664,58.7822,4.47426,9.727869,18.90026,1.092568,191.102,35.08181,0.1604489,81.76431,30.41114,16.68238,340.5468,362.7135,691.6929
